1	1	0	2	2	0	2	3	0	4	4	0	0	1	0	3	2	0	2	3	0	6	6	0	0	1	0	4	3	0	53	29
1	1	0	2	2	0	3	2	0	5	3	0	1	2	0	2	2	0	3	3	0	8	4	0	1	2	0	4	3	0	133	75
1	1	0	2	2	0	2	3	0	4	4	0	1	2	0	2	2	0	3	3	0	6	6	0	1	2	0	4	4	0	79	73
1	1	0	2	2	0	3	3	0	5	5	0	1	1	0	2	2	0	3	3	0	8	6	0	1	1	0	4	3	0	73	51
1	1	0	2	2	0	3	3	0	5	5	0	0	1	0	3	2	0	3	3	0	9	7	0	0	1	0	5	4	0	27	33
1	1	0	2	1	0	3	2	0	5	2	0	1	1	0	3	2	0	3	3	0	11	3	0	1	1	0	6	2	0	63	25
1	1	0	2	2	0	2	3	0	4	5	0	1	0	0	2	2	0	3	3	0	5	7	0	2	0	0	3	4	0	49	39
1	1	0	2	1	0	3	2	0	6	2	0	0	1	0	3	1	0	3	3	0	10	2	0	0	1	0	5	1	0	5	13
1	1	0	2	2	0	3	3	0	5	5	0	1	0	0	2	2	0	3	3	0	7	7	0	1	0	0	3	4	0	83	43
1	1	0	2	2	0	2	2	0	4	3	0	1	2	0	2	3	0	3	3	0	5	6	0	2	2	0	3	5	0	109	43
1	1	0	2	2	0	1	3	0	2	5	0	2	0	0	2	3	0	3	3	0	3	10	0	3	0	0	3	5	0	37	71
1	1	0	2	2	0	2	2	0	3	4	0	2	1	0	2	3	0	3	3	0	4	7	0	3	1	0	3	5	0	71	101
1	1	0	1	2	0	1	3	0	1	5	0	2	1	0	2	2	0	3	3	0	2	7	0	2	1	0	2	4	0	9	47
1	1	0	2	2	0	3	3	0	5	5	0	1	0	0	1	3	0	3	3	0	5	8	0	1	0	0	2	4	0	53	27
1	1	0	2	2	0	2	3	0	4	4	0	0	0	0	2	2	0	3	3	0	5	6	0	0	0	0	3	3	0	65	93
1	1	0	2	2	0	1	2	0	2	3	0	1	1	0	2	2	0	2	2	0	4	5	0	2	1	0	4	4	0	29	43
1	1	0	2	2	0	3	2	0	4	3	0	2	2	0	3	3	0	3	3	0	8	6	0	2	3	0	4	4	0	37	51
1	1	0	2	2	0	2	3	0	3	4	0	1	1	0	2	2	0	3	3	0	6	6	0	2	1	0	4	4	0	73	149
1	1	0	2	2	0	2	3	0	3	4	0	2	0	0	2	3	0	3	3	0	4	7	0	2	0	0	3	4	0	51	37
1	1	0	2	2	0	3	2	0	4	4	0	2	1	0	2	2	0	3	3	0	6	6	0	2	2	0	4	3	0	21	53
1	1	0	2	2	0	3	3	0	5	4	0	0	0	0	1	1	0	3	3	0	5	4	0	0	0	0	2	2	0	41	33
1	1	0	2	2	0	1	3	0	2	5	0	2	1	0	3	3	0	3	3	0	4	8	0	3	1	0	4	5	0	53	97
1	1	0	2	2	0	2	2	0	3	4	0	1	1	0	3	3	0	3	3	0	5	8	0	2	1	0	4	6	0	23	47
1	1	0	2	2	0	3	3	0	4	4	0	1	1	0	2	2	0	3	3	0	7	6	0	1	1	0	4	4	0	65	65
