2	2	2	2	2	2	2	2	4	4	4	6	0	3	0	1	1	2	2	5	5	4	4	10	0	4	0	2	2	4	11	33	15	15	49	17
2	2	2	2	2	2	2	2	4	4	4	6	0	3	0	1	1	2	2	5	5	4	4	9	0	3	0	2	2	3	16	16	16	16	24	16
2	2	2	2	2	2	4	2	4	6	4	6	0	3	2	2	1	2	4	5	5	8	4	9	0	5	2	3	2	3	29	55	29	13	55	15
2	2	2	2	2	2	2	2	4	4	4	6	0	3	2	1	1	2	2	5	5	4	4	9	0	5	2	2	2	3	9	11	9	9	11	11
2	2	2	2	2	2	3	2	4	5	4	6	0	3	2	2	1	2	4	5	5	7	4	9	0	3	2	3	2	3	21	9	21	21	9	21
2	2	2	2	2	2	4	2	4	6	4	6	0	3	2	2	1	2	4	5	5	8	4	9	0	5	2	3	2	3	13	35	13	13	35	15
2	2	2	2	2	2	4	2	4	6	4	7	0	3	0	2	1	2	4	5	5	8	4	10	0	3	0	3	2	3	31	47	31	39	63	39
2	2	2	2	2	2	2	2	5	3	3	9	2	3	0	1	2	3	3	5	5	3	4	14	2	5	0	2	3	5	13	19	13	15	29	19
2	2	2	2	2	2	2	2	4	4	4	6	0	3	0	1	1	2	2	5	5	4	4	9	0	3	0	2	2	3	16	16	16	16	24	16
2	2	2	2	2	2	2	2	4	4	4	5	0	3	2	1	1	2	2	5	5	4	4	8	0	4	2	2	2	3	5	7	5	5	7	7
2	2	2	2	2	2	2	4	4	4	6	8	0	3	0	1	1	2	2	5	5	4	6	11	0	3	0	2	2	3	17	9	17	25	9	41
2	2	2	2	2	2	2	2	4	4	4	7	0	3	0	1	1	2	2	5	5	4	4	12	0	5	0	2	2	4	7	25	7	7	37	17
2	2	2	2	2	2	2	2	4	4	4	5	0	3	0	1	1	2	2	5	5	4	4	8	0	3	0	2	2	3	7	15	7	7	15	7
2	2	2	2	2	2	2	2	4	4	4	7	0	3	2	1	1	2	2	5	5	4	4	10	0	6	2	2	2	3	1	3	1	1	3	3
2	2	2	2	2	2	2	2	4	4	4	6	2	3	1	1	2	2	2	5	5	4	4	9	2	4	1	2	3	4	26	24	26	30	24	34
2	2	2	2	1	2	2	2	4	4	2	5	0	3	0	1	1	2	2	5	5	4	2	8	0	3	0	2	1	3	7	3	7	7	3	7
2	2	2	2	2	2	2	2	4	3	3	5	2	3	2	1	1	2	2	5	5	3	3	8	2	5	2	2	2	3	7	9	7	7	9	9
2	2	2	2	2	2	2	2	4	4	4	6	0	3	0	1	1	2	2	5	5	4	4	9	0	3	0	2	2	3	14	38	14	54	46	54
2	2	2	2	2	2	2	2	4	4	4	8	0	3	0	1	1	2	2	5	5	4	4	14	0	3	0	2	2	4	7	15	7	15	15	15
2	2	2	2	2	2	2	2	4	4	4	7	0	3	0	1	1	2	2	5	5	4	4	11	0	4	0	2	2	4	3	21	7	7	21	9
2	2	2	2	2	2	2	2	4	4	4	8	0	3	0	1	1	2	2	5	5	4	4	13	0	3	0	2	2	4	13	45	13	13	45	13
2	2	2	2	2	2	2	3	4	4	5	7	0	3	3	1	1	2	2	6	6	4	5	10	0	6	3	2	2	3	9	9	9	5	9	7
2	2	2	1	2	2	2	2	4	2	4	6	0	3	0	1	1	2	2	5	5	2	4	9	0	3	0	1	2	3	16	16	16	16	24	16
2	2	2	2	2	2	2	2	4	4	4	7	0	3	0	1	1	2	2	5	5	4	4	12	0	5	0	2	2	4	5	11	9	9	27	19
2	2	2	2	2	2	2	2	4	4	4	6	0	3	0	1	1	2	2	5	5	4	4	9	0	3	0	2	2	3	19	63	19	47	63	47
2	2	2	2	2	2	3	2	4	5	4	6	0	3	0	1	1	2	3	5	5	5	4	9	0	3	0	2	2	3	7	7	7	7	7	7
