2	3	2	3	0	1	1	0	0.5	0.375	0	53	29
2	3	3	2	0	1	1	0	0.5714285714	0.4285714286	0	133	75
2	3	2	3	0	1	1	0	0.5714285714	0.5714285714	0	79	73
2	3	3	3	0	1	1	0	0.5714285714	0.4285714286	0	73	51
2	3	3	3	0	1	1	0	0.625	0.5	0	27	33
2	3	3	2	0	1	0.5	0	0.75	0.25	0	63	25
2	3	2	3	0	1	1	0	0.4285714286	0.5714285714	0	49	39
2	3	3	2	0	1	0.5	0	0.7142857143	0.1428571429	0	5	13
2	3	3	3	0	1	1	0	0.375	0.5	0	83	43
2	3	2	2	0	1	1	0	0.375	0.625	0	109	43
2	3	1	3	0	1	1	0	0.375	0.625	0	37	71
2	3	2	2	0	1	1	0	0.4285714286	0.7142857143	0	71	101
2	3	1	3	0	0.5	1	0	0.2857142857	0.5714285714	0	9	47
2	3	3	3	0	1	1	0	0.2857142857	0.5714285714	0	53	27
2	3	2	3	0	1	1	0	0.4285714286	0.4285714286	0	65	93
2	2	1	2	0	1	1	0	0.5	0.5	0	29	43
2	3	3	2	0	1	1	0	0.5	0.5	0	37	51
2	3	2	3	0	1	1	0	0.5	0.5	0	73	149
2	3	2	3	0	1	1	0	0.375	0.5	0	51	37
2	3	3	2	0	1	1	0	0.5714285714	0.4285714286	0	21	53
2	3	3	3	0	1	1	0	0.3333333333	0.3333333333	0	41	33
2	3	1	3	0	1	1	0	0.5	0.625	0	53	97
2	3	2	2	0	1	1	0	0.5	0.75	0	23	47
2	3	3	3	0	1	1	0	0.5	0.5	0	65	65
2	3	3	3	0	1	1	0	0.5	0.5	0	53	13
2	3	3	2	0	1	0.5	0	0.5714285714	0.2857142857	0	13	19
2	3	3	3	0	1	1	0	0.4285714286	0.4285714286	0	39	39
2	3	2	3	0	1	1	0	0.375	0.5	0	47	49
2	3	2	2	0	1	1	0	0.3333333333	0.5	0	69	43
2	3	1	3	0	1	1	0	0.3333333333	0.6666666667	0	27	85
2	3	2	3	0	1	1	0	0.5	0.5	0	61	45
2	3	2	2	0	1	1	0	0.4285714286	0.7142857143	0	79	101
2	3	1	2	0	1	1	0	0.375	0.625	0	45	81
2	3	2	3	0	1	1	0	0.5	0.5	0	55	81
2	3	1	3	0	1	1	0	0.375	0.625	0	53	97
2	3	2	3	0	1	1	0	0.625	0.375	0	51	37
2	3	2	2	0	1	1	0	0.5714285714	0.4285714286	0	35	57
2	3	3	2	0	1	1	0	0.5	0.375	0	5	25
2	3	2	1	0	1	1	0	0.4285714286	0.5714285714	0	33	13
2	3	3	3	0	1	1	0	0.4285714286	0.4285714286	0	33	27
2	3	3	3	0	1	1	0	0.5	0.5	0	57	55
2	3	3	2	0	1	1	0	0.75	0.375	0	69	63
2	3	1	3	0	1	1	0	0.25	0.75	0	27	79
2	3	3	1	0	1	0.5	0	0.7142857143	0.1428571429	0	97	25
2	3	1	3	0	1	1	0	0.375	0.625	0	13	63
2	3	3	2	0	1	1	0	0.6666666667	0.5	0	39	31
2	3	2	3	0	1	1	0	0.375	0.625	0	43	51
2	3	3	3	0	1	1	0	0.4285714286	0.5714285714	0	39	23
2	3	3	2	0	1	1	0	0.625	0.375	0	91	61
2	3	3	2	0	1	1	0	0.5714285714	0.2857142857	0	13	33
2	2	2	1	0	1	1	0	0.6666666667	0.3333333333	0	69	27
2	3	1	3	0	1	1	0	0.4285714286	0.5714285714	0	29	45
2	3	3	2	0	1	1	0	0.5714285714	0.2857142857	0	41	33
2	3	3	2	0	1	1	0	0.375	0.375	0	41	39
2	3	3	3	0	1	1	0	0.5	0.375	0	91	49
2	3	2	2	0	1	1	0	0.375	0.5	0	57	55
2	3	2	1	0	1	1	0	0.625	0.375	0	79	45
2	3	2	1	0	1	1	0	0.5714285714	0.2857142857	0	81	29
2	3	3	2	0	1	1	0	0.375	0.625	0	45	69
2	3	3	3	0	1	1	0	0.4285714286	0.4285714286	0	59	51
2	3	2	2	0	1	1	0	0.5714285714	0.7142857143	0	75	65
2	3	2	3	0	1	1	0	0.3333333333	0.5	0	19	21
2	3	2	3	0	1	1	0	0.375	0.75	0	111	111
2	3	3	3	0	1	1	0	0.5	0.5	0	63	63
2	3	3	3	0	1	1	0	0.25	0.625	0	39	67
2	3	2	3	0	1	1	0	0.25	0.625	0	17	27
2	3	3	3	0	1	1	0	0.375	0.5	0	13	53
2	3	3	3	0	1	1	0	0.5	0.375	0	39	21
2	3	3	1	0	1	0.5	0	0.6666666667	0.1666666667	0	37	13
2	3	3	3	0	1	1	0	0.5714285714	0.4285714286	0	91	133
2	3	3	3	0	1	1	0	0.5	0.375	0	29	49
2	3	2	2	0	1	1	0	0.375	0.75	0	71	101
2	3	3	3	0	1	1	0	0.5	0.5	0	37	45
2	3	3	3	0	1	1	0	0.625	0.5	0	95	65
2	3	3	3	0	1	1	0	0.5	0.25	0	103	79
2	3	2	2	0	1	1	0	0.5714285714	0.4285714286	0	71	55
2	3	3	2	0	1	1	0	0.25	0.5	0	5	17
2	3	2	2	0	1	1	0	0.5	0.75	0	107	111
2	3	3	2	0	1	1	0	0.7142857143	0.2857142857	0	71	35
2	3	3	2	0	1	1	0	0.5	0.5	0	41	33
2	3	2	2	0	1	1	0	0.5	0.5	0	55	49
2	3	3	1	0	1	1	0	0.5714285714	0.4285714286	0	59	21
2	3	3	3	0	1	1	0	0.2857142857	0.4285714286	0	33	41
2	3	3	2	0	1	1	0	0.5	0.25	0	39	39
2	3	2	2	0	1	1	0	0.4285714286	0.5714285714	0	79	75
2	3	1	3	0	1	1	0	0.25	0.75	0	19	61
2	3	1	3	0	0.5	1	0	0.125	0.75	0	13	37
2	3	2	2	0	1	1	0	0.625	0.375	0	99	99
2	3	2	3	0	1	1	0	0.375	0.625	0	33	49
2	3	2	3	0	1	1	0	0.625	0.625	0	79	77
2	3	3	2	0	1	1	0	0.75	0.375	0	83	103
2	3	3	3	0	1	1	0	0.3333333333	0.5	0	41	47
2	3	3	2	0	1	1	0	0.375	0.5	0	209	161
2	3	3	2	0	1	1	0	0.625	0.625	0	113	67
2	3	3	3	0	1	1	0	0.375	0.625	0	49	39
2	3	2	2	0	1	1	0	0.4285714286	0.5714285714	0	41	63
2	3	3	3	0	1	1	0	0.4285714286	0.5714285714	0	121	37
2	3	3	2	0	1	0.5	0	0.4285714286	0.4285714286	0	29	27
2	3	2	2	0	1	1	0	0.5	0.5	0	55	43
2	3	3	1	0	1	0.5	0	0.6666666667	0.1666666667	0	15	7
2	3	2	2	0	1	1	0	0.2857142857	0.7142857143	0	35	69
2	3	2	3	0	1	1	0	0.2857142857	0.5714285714	0	33	37
2	3	3	2	0	1	1	0	0.5714285714	0.4285714286	0	145	85
2	3	2	2	0	1	1	0	0.5714285714	0.4285714286	0	109	69
2	3	2	2	0	1	1	0	0.75	0.5	0	85	71
2	3	1	3	0	0.5	1	0	0.2857142857	0.5714285714	0	13	21
2	3	3	1	0	1	0.5	0	0.5	0.1666666667	0	9	3
2	3	2	3	0	1	1	0	0.4285714286	0.5714285714	0	37	53
2	3	1	2	0	1	1	0	0.4285714286	0.5714285714	0	37	97
2	3	3	2	0	1	1	0	0.2857142857	0.5714285714	0	49	53
