2	3	3	1	0	0.5	0.5	0	0.6	0.2	0	15	15	7	7	15	7
2	3	2	2	0	0.5	0.5	0	0.2	0.6	0	19	19	5	5	19	5
2	3	0	3	1	0	0.5	0.5	0	0.4	0.2	23	3	23	23	3	3
2	3	1	1	2	0.5	0.5	0.5	0.4	0.2	0.4	15	55	9	21	133	47
2	3	1	1	1	0.5	0.5	0.5	0.5	0.5	0.25	15	15	15	15	15	15
2	3	2	1	1	0.5	0.5	0.5	0.6	0.4	0.4	91	91	51	29	51	29
2	3	1	2	1	0.5	0.5	0.5	0.2	0.4	0.6	29	17	41	15	17	11
2	3	1	2	2	0.5	0.5	0.5	0.25	0.5	0.25	7	7	41	29	19	33
2	3	0	2	1	0	0.5	0.5	0	0.4	0.4	25	11	25	25	11	11
2	3	1	1	3	0.5	0.5	0.5	0.2	0.2	0.4	3	3	9	21	55	43
2	3	2	2	1	0.5	0.5	0.5	0.2	0.6	0.2	33	19	29	41	7	7
2	3	2	2	0	0.5	0.5	0	0.6	0.4	0	25	25	15	15	25	15
2	3	3	0	2	0.5	0	0.5	0.6	0	0.4	3	3	3	11	11	11
2	2	0	2	1	0	0.5	0.5	0	0.5	0.25	5	7	5	5	7	7
2	3	1	1	2	0.5	0.5	0.5	0.4	0.2	0.4	9	21	9	21	59	71
2	3	0	3	1	0	0.5	0.5	0	0.4	0.4	27	11	27	27	11	11
2	3	2	1	1	0.5	0.5	0.5	0.4	0.2	0.4	47	133	21	9	55	15
2	3	1	2	2	0.5	0.5	0.5	0.2	0.2	0.6	7	7	19	71	17	85
2	3	2	3	1	0.5	0.5	0.5	0.2	0.4	0.2	47	23	119	71	11	35
2	3	0	2	2	0	0.5	0.5	0	0.6	0.4	5	19	5	5	19	19
2	3	1	1	3	0.5	0.5	0.5	0.4	0.2	0.6	29	51	29	17	121	89
2	3	3	1	2	0.5	0.5	0.5	0.6	0.2	0.2	15	37	7	7	49	19
2	3	1	2	2	0.5	0.5	0.5	0.25	0.25	0.25	7	7	19	19	7	7
2	3	1	1	1	0.5	0.5	0.5	0.5	0.25	0.25	17	17	17	29	17	29
2	3	3	0	0	0.5	0	0	0.5	0	0	3	3	3	3	3	3
2	3	2	0	3	0.5	0	0.5	0.4	0	0.4	17	17	17	15	15	15
2	3	0	3	3	0	0.5	0.5	0	0.4	0.4	3	23	3	3	23	23
2	2	1	2	2	0.5	0.5	0.5	0.2	0.2	0.4	11	35	23	65	53	53
2	3	2	1	1	0.5	0.5	0.5	0.4	0.2	0.2	21	47	3	3	21	9
2	2	0	1	2	0	0.5	0.5	0	0.2	0.6	7	17	7	7	17	17
2	3	2	0	3	0.5	0	0.5	0.4	0	0.6	11	11	11	3	3	3
2	3	2	3	1	0.5	0.5	0.5	0.2	0.2	0.2	27	9	27	9	3	3
2	2	2	1	1	0.5	0.5	0.5	0.2	0.2	0.2	9	9	3	3	3	3
2	3	2	2	1	0.5	0.5	0.5	0.4	0.6	0.2	19	71	5	15	43	19
2	3	3	0	1	0.5	0	0.5	0.6	0	0.2	15	15	15	7	7	7
2	3	2	1	1	0.5	0.5	0.5	0.6	0.2	0.6	23	37	15	15	29	15
2	3	3	1	1	0.5	0.5	0.5	0.25	0.25	0.25	21	21	9	21	9	21
2	2	1	2	1	0.5	0.5	0.5	0.2	0.2	0.2	3	3	9	9	3	3
2	3	0	3	1	0	0.5	0.5	0	0.6	0.2	15	7	15	15	7	7
2	3	1	2	2	0.5	0.5	0.5	0.2	0.2	0.6	7	7	19	71	17	85
2	3	2	2	1	0.5	0.5	0.5	0.4	0.2	0.6	41	15	53	55	11	39
2	3	2	3	1	0.5	0.5	0.5	0.4	0.4	0.2	59	71	75	29	21	9
2	3	3	2	1	0.5	0.5	0.5	0.4	0.4	0.4	63	95	55	63	31	51
2	3	1	1	2	0.5	0.5	0.5	0.2	0.4	0.4	7	7	7	27	31	47
2	3	1	1	2	0.5	0.5	0.5	0.4	0.2	0.4	15	33	9	21	41	21
2	3	1	2	2	0.5	0.5	0.5	0.4	0.6	0.4	51	29	91	79	53	63
2	3	1	3	1	0.5	0.5	0.5	0.2	0.4	0.2	9	21	49	49	21	9
2	3	2	1	2	0.5	0.5	0.5	0.5	0.25	0.25	41	29	7	7	33	19
2	3	2	2	0	0.5	0.5	0	0.4	0.6	0	27	27	13	13	27	13
2	3	2	1	0	0.5	0.5	0	0.5	0.25	0	7	7	7	7	7	7
2	1	1	1	0	0.5	0.5	0	0.25	0.25	0	3	3	3	3	3	3
2	3	1	2	0	0.5	0.5	0	0.4	0.4	0	3	3	21	21	3	21
2	3	1	0	2	0.5	0	0.5	0.25	0	0.5	7	7	7	7	7	7
2	3	1	2	2	0.5	0.5	0.5	0.2	0.4	0.4	11	35	23	65	77	161
2	3	1	1	2	0.5	0.5	0.5	0.4	0.2	0.4	9	21	9	21	59	71
2	3	1	3	3	0.5	0.5	0.5	0.2	0.2	0.2	3	3	9	27	9	27
2	3	2	1	1	0.5	0.5	0.5	0.6	0.2	0.2	35	35	15	15	15	15
2	3	2	3	1	0.5	0.5	0.5	0.2	0.4	0.2	25	21	15	15	3	3
2	3	2	2	1	0.5	0.5	0.5	0.2	0.4	0.4	55	63	43	135	51	73
2	3	1	1	2	0.5	0.5	0.5	0.2	0.2	0.6	7	7	7	7	41	29
2	3	1	2	2	0.5	0.5	0.5	0.4	0.2	0.4	11	11	29	37	15	25
2	3	0	3	3	0	0.5	0.5	0	0.2	0.4	9	3	9	9	3	3
2	3	2	1	2	0.5	0.5	0.5	0.2	0.4	0.2	67	53	55	19	53	37
2	3	2	3	2	0.5	0.5	0.5	0.4	0.4	0.2	133	47	199	141	59	93
2	3	1	3	2	0.5	0.5	0.5	0.2	0.2	0.4	9	21	21	21	21	21
2	3	1	2	2	0.5	0.5	0.5	0.6	0.2	0.2	11	39	15	41	55	53
2	3	2	1	1	0.5	0.5	0.5	0.2	0.2	0.6	19	33	7	7	21	7
2	3	2	1	1	0.5	0.5	0.5	0.4	0.2	0.4	31	47	7	7	27	7
2	3	1	2	1	0.5	0.5	0.5	0.2	0.4	0.2	3	3	21	47	9	21
2	3	2	3	1	0.5	0.5	0.5	0.4	0.4	0.2	41	21	145	49	21	9
2	3	3	2	0	0.5	0.5	0	0.25	0.25	0	15	15	9	9	15	9
2	3	3	3	0	0.5	0.5	0	0.4	0.2	0	23	23	9	9	23	9
2	3	3	2	1	0.5	0.5	0.5	0.4	0.2	0.2	15	15	25	21	3	3
2	3	1	1	2	0.5	0.5	0.5	0.2	0.6	0.4	17	29	17	39	53	55
2	3	3	0	2	0.5	0	0.5	0.4	0	0.4	3	3	3	9	9	9
2	3	1	1	2	0.5	0.5	0.5	0.4	0.4	0.4	35	49	35	49	73	73
2	3	2	0	2	0.5	0	0.5	0.25	0	0.5	7	7	7	17	17	17
2	3	2	0	1	0.5	0	0.5	0.25	0	0.5	11	11	11	3	3	3
2	3	0	2	3	0	0.5	0.5	0	0.25	0.25	9	3	9	9	3	3
2	3	1	2	3	0.5	0.5	0.5	0.2	0.4	0.2	21	9	47	39	21	51
2	3	1	1	2	0.5	0.5	0.5	0.4	0.2	0.6	29	51	29	17	101	25
2	3	1	1	2	0.5	0.5	0.5	0.4	0.2	0.4	21	43	21	9	97	21
2	3	2	2	1	0.5	0.5	0.5	0.6	0.4	0.2	83	65	71	19	7	7
2	3	3	1	1	0.5	0.5	0.5	0.6	0.2	0.2	15	15	7	7	7	7
2	3	2	1	1	0.5	0.5	0.5	0.4	0.2	0.6	19	33	7	7	21	7
2	3	2	1	3	0.5	0.5	0.5	0.4	0.2	0.4	71	59	21	9	75	29
2	3	2	1	1	0.5	0.5	0.5	0.5	0.25	0.5	23	37	15	15	29	15
2	3	2	0	2	0.5	0	0.5	0.6	0	0.2	5	5	5	19	19	19
2	3	3	2	0	0.5	0.5	0	0.4	0.4	0	3	3	21	21	3	21
2	3	2	1	2	0.5	0.5	0.5	0.4	0.4	0.4	59	95	21	43	59	87
2	3	3	0	2	0.5	0	0.5	0.4	0	0.4	3	3	3	21	21	21
2	3	1	1	2	0.5	0.5	0.5	0.4	0.2	0.4	21	43	21	9	97	21
2	3	2	1	2	0.5	0.5	0.5	0.4	0.2	0.4	23	65	11	35	161	77
2	2	2	0	0	0.5	0	0	0.5	0	0	5	5	5	5	5	5
2	3	2	1	2	0.5	0.5	0.5	0.2	0.4	0.6	33	67	15	55	47	133
2	3	1	1	2	0.5	0.5	0.5	0.5	0.25	0.5	15	29	15	15	37	23
2	3	0	2	2	0	0.5	0.5	0	0.6	0.4	17	7	17	17	7	7
2	3	1	2	1	0.5	0.5	0.5	0.5	0.25	0.25	21	7	33	19	7	7
2	3	2	0	1	0.5	0	0.5	0.6	0	0.4	25	25	25	11	11	11
