2	3	2	2	1	1	1	1	0.625	0.5	0.25	387	235	809	421	115	177
2	3	2	3	2	1	1	1	0.5	0.25	0.25	395	497	289	105	153	175
2	3	2	3	2	1	1	1	0.5	0.25	0.375	445	803	183	171	1353	605
2	3	3	2	0	1	1	0	0.5	0.375	0	65	65	65	65	65	65
2	3	2	2	1	1	1	1	0.375	0.5	0.25	611	427	481	107	133	49
2	3	3	2	1	1	1	0.5	0.5	0.5	0.125	483	127	853	275	49	49
2	3	3	0	2	1	0	1	0.625	0	0.5	29	29	29	57	57	57
2	3	2	3	2	1	1	1	0.2857142857	0.4285714286	0.2857142857	97	341	207	437	317	519
2	3	2	3	2	1	1	1	0.2857142857	0.4285714286	0.4285714286	343	605	381	487	851	739
2	3	2	2	2	1	0.5	1	0.75	0.125	0.5	459	263	213	123	863	339
2	3	3	2	1	1	0.5	0.5	0.5714285714	0.1428571429	0.1428571429	111	65	69	33	9	33
2	3	2	2	2	1	1	1	0.625	0.375	0.375	329	233	413	619	375	657
2	3	3	2	1	1	0.5	1	0.5	0.125	0.375	101	207	71	105	113	59
2	3	2	3	3	1	0.5	1	0.25	0.125	0.625	205	445	141	207	1115	351
2	3	1	2	2	0.5	1	1	0.1428571429	0.4285714286	0.4285714286	45	45	151	727	81	461
2	3	2	1	2	1	0.5	1	0.625	0.25	0.375	613	1313	189	109	1435	185
2	3	0	2	3	0	1	1	0	0.375	0.625	73	165	73	73	165	165
2	3	1	1	2	1	0.5	1	0.375	0.25	0.5	81	341	61	233	1807	621
2	3	2	2	1	1	1	0.5	0.5	0.5	0.125	2181	317	897	617	73	99
2	3	1	2	2	1	1	1	0.2857142857	0.4285714286	0.4285714286	179	55	307	415	75	207
2	3	3	2	2	1	0.5	1	0.5714285714	0.1428571429	0.4285714286	767	3707	351	101	1175	253
2	3	3	1	3	0.5	1	1	0.25	0.5	0.375	311	311	281	513	613	1211
2	3	2	1	2	1	0.5	1	0.5714285714	0.1428571429	0.2857142857	37	163	21	21	193	57
2	3	2	2	2	1	1	1	0.375	0.375	0.5	1425	1535	1443	659	823	683
2	3	0	2	2	0	1	1	0	0.5714285714	0.2857142857	81	33	81	81	33	33
2	3	3	2	3	1	1	0.5	0.375	0.375	0.25	299	183	559	313	151	325
2	3	2	1	3	1	0.5	1	0.4285714286	0.2857142857	0.5714285714	169	899	37	103	2719	671
2	3	2	3	2	0.5	0.5	1	0.2	0.2	0.4	45	55	45	69	145	107
2	3	2	1	3	0.5	1	1	0.125	0.25	0.625	91	177	99	119	811	949
2	3	1	3	2	1	1	1	0.5	0.5	0.25	405	151	1455	1095	369	371
2	3	3	1	2	1	0.5	0.5	0.7142857143	0.2857142857	0.2857142857	157	253	17	35	133	35
2	3	2	1	3	1	0.5	1	0.25	0.25	0.625	159	423	85	85	369	351
2	3	3	1	3	1	0.5	1	0.375	0.125	0.5	101	399	59	83	893	207
2	3	2	2	2	1	1	1	0.625	0.375	0.5	1677	2725	1239	1003	2069	1575
2	3	3	1	3	1	0.5	1	0.4285714286	0.1428571429	0.4285714286	259	821	109	23	263	87
2	3	1	2	2	0.5	1	1	0.25	0.5	0.5	103	163	179	1005	439	963
2	3	2	2	3	0.5	0.5	1	0.1428571429	0.1428571429	0.7142857143	119	313	119	179	311	415
2	3	3	2	2	1	0.5	1	0.625	0.25	0.375	205	47	145	205	73	257
2	3	3	2	2	0.5	1	1	0.1428571429	0.4285714286	0.4285714286	111	129	257	301	159	443
2	3	1	3	2	0.5	1	1	0.125	0.375	0.5	23	85	51	207	139	291
2	3	2	1	3	0.5	1	1	0.125	0.375	0.5	103	221	91	29	345	559
2	3	1	3	2	1	1	1	0.375	0.375	0.5	155	201	375	447	569	601
2	3	1	2	3	1	1	1	0.25	0.375	0.375	125	31	179	273	51	155
2	3	1	2	3	1	1	0.5	0.25	0.625	0.25	125	29	1071	239	41	203
2	3	2	2	2	0.5	0.5	1	0.375	0.25	0.375	13	13	13	11	11	23
2	3	3	2	2	1	0.5	1	0.4285714286	0.2857142857	0.4285714286	827	649	303	265	175	423
2	3	2	1	1	1	0.5	1	0.7142857143	0.1428571429	0.2857142857	135	533	71	19	103	27
2	3	3	3	3	1	0.5	0.5	0.4285714286	0.2857142857	0.1428571429	451	1071	69	63	303	63
2	3	1	1	2	0.5	0.5	1	0.1666666667	0.1666666667	0.6666666667	19	33	19	33	57	57
2	3	1	2	2	1	1	1	0.375	0.375	0.25	63	125	387	629	365	597
2	3	2	2	3	1	1	0.5	0.375	0.375	0.375	805	607	1009	649	313	485
2	3	3	2	2	1	1	1	0.25	0.375	0.5	417	197	745	1081	229	789
2	3	2	2	1	1	1	1	0.5	0.5	0.625	991	721	627	491	359	411
2	3	1	2	2	1	0.5	1	0.25	0.25	0.5	31	73	35	153	327	259
2	3	2	2	1	1	1	1	0.375	0.375	0.625	719	941	659	987	527	553
2	3	2	3	1	1	1	1	0.5	0.5	0.25	1959	1247	2249	999	247	247
2	3	2	3	1	0.5	1	1	0.2857142857	0.5714285714	0.4285714286	373	145	837	4715	167	591
2	3	2	3	1	1	1	1	0.5	0.625	0.25	875	741	4577	3271	397	211
2	3	2	1	2	1	1	1	0.375	0.625	0.25	417	225	319	119	305	323
2	2	1	2	2	0.5	0.5	0.5	0.1666666667	0.1666666667	0.3333333333	15	51	15	15	51	51
2	3	1	3	3	1	1	0.5	0.5	0.5	0.125	379	115	1991	571	135	255
2	3	1	1	2	0.5	1	1	0.125	0.625	0.5	31	69	47	205	367	1195
2	3	2	2	2	1	1	1	0.375	0.375	0.5	1137	759	1037	1013	903	1581
2	3	1	1	2	1	1	1	0.25	0.375	0.625	83	243	105	417	1359	2331
2	3	0	2	2	0	1	1	0	0.625	0.5	89	61	89	89	61	61
2	3	2	1	3	1	1	1	0.5	0.25	0.625	739	519	159	43	389	183
2	3	2	1	2	1	1	1	0.5714285714	0.2857142857	0.4285714286	633	457	121	43	221	127
2	3	1	3	2	1	1	1	0.2857142857	0.4285714286	0.2857142857	71	91	79	179	123	321
2	3	2	1	1	1	0.5	1	0.625	0.25	0.375	287	1251	149	47	305	63
2	3	1	1	1	1	1	1	0.5	0.5	0.5	197	197	197	81	197	81
2	3	3	2	1	1	1	1	0.375	0.375	0.375	2239	1215	821	627	505	385
2	3	2	1	2	1	1	1	0.5	0.25	0.25	985	525	193	67	361	127
2	3	1	2	2	0.5	1	1	0.1428571429	0.5714285714	0.4285714286	75	45	181	843	81	351
2	3	2	1	2	1	1	1	0.5714285714	0.4285714286	0.5714285714	725	959	245	425	1459	1641
2	3	2	2	2	1	1	1	0.375	0.5	0.375	435	451	487	1069	681	1253
2	3	2	1	3	0.5	1	1	0.4285714286	0.2857142857	0.5714285714	87	173	87	157	217	491
2	3	1	2	2	1	1	1	0.5	0.625	0.5	389	673	601	1269	1609	1721
2	3	2	2	2	1	1	1	0.25	0.75	0.625	625	483	1153	1607	775	1151
2	3	1	1	2	1	1	1	0.25	0.375	0.5	231	99	223	301	1047	1245
2	3	2	2	2	1	1	1	0.4285714286	0.5714285714	0.2857142857	563	413	951	813	503	369
2	3	2	2	2	1	0.5	1	0.5714285714	0.1428571429	0.5714285714	465	1373	153	75	1001	95
2	3	2	2	2	1	0.5	1	0.5	0.25	0.5	263	1247	189	315	2625	1653
2	3	2	2	2	0.5	1	1	0.375	0.5	0.5	39	125	33	43	73	43
2	3	2	3	2	0.5	1	1	0.4285714286	0.2857142857	0.2857142857	169	55	137	493	205	563
2	3	2	1	1	1	1	1	0.75	0.25	0.75	821	747	85	69	273	99
2	3	1	3	2	1	1	1	0.5	0.375	0.375	197	375	345	461	671	587
2	3	2	2	1	1	1	0.5	0.4285714286	0.7142857143	0.1428571429	839	171	709	107	31	51
2	3	3	1	2	1	1	1	0.2857142857	0.2857142857	0.4285714286	91	409	29	87	275	345
2	3	2	3	2	1	0.5	1	0.375	0.25	0.25	141	545	51	63	785	91
2	3	2	2	1	1	1	1	0.2857142857	0.7142857143	0.4285714286	383	201	711	457	79	97
2	3	2	2	2	1	1	1	0.375	0.375	0.375	2743	1845	1325	301	661	363
2	3	2	1	2	1	1	0.5	0.4285714286	0.2857142857	0.4285714286	423	677	115	79	185	55
2	3	2	3	2	1	1	0.5	0.375	0.5	0.375	1291	541	1501	1019	271	567
2	3	2	2	3	1	1	1	0.4285714286	0.2857142857	0.2857142857	783	355	783	157	383	181
2	3	3	2	3	0.5	1	1	0.1428571429	0.2857142857	0.4285714286	99	69	115	85	161	69
2	3	1	2	3	0.5	1	0.5	0.125	0.5	0.375	53	57	289	257	57	167
2	3	1	3	2	1	1	1	0.3333333333	0.5	0.3333333333	63	105	399	751	121	287
2	3	2	1	2	1	1	1	0.2857142857	0.2857142857	0.4285714286	437	613	161	187	601	207
